compound_id,smiles
CPD-8915,C[NH+](C)CC1(\C2(\C(\N/C=1)=C/C=C\C=2))
CPD-14496,C[C@H]5([C@H](C)[C@@H]2([C@@](C(O)=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\C=C2/3)4))))CC5))
CPD-7853,CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(CCC(C(/C)=2)O)(C)C)
CPD-4721,C=C([C@H]2(C[C@]1([C@@H](CC(\C=C(C)/1)=O)C)CC2))C
CPD-9527,CC(C3(/C4(\C=C(C)/C(C1(\C(\O)=C/C2(C(\C=O)=C(C(/OC)=C(C(C)C)\C(C(/C)=1)=2)\O)))=C(C(\C(\C=O)=C(C(/OC)=3)\O)=4)O)))C
CPD-15861,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H](N[[an <i>apo</i> malonate decarboxylase acyl-carrier protein]])C(=O)[[an <i>apo</i> malonate decarboxylase acyl-carrier protein]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
CPD-14018,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-16870,C2(CC5(/C=C1(C(/OCO1)=C\C(\C3(\N2CC4(/C(\C=3)=C\C=C(C(\OC)=4)\OC)))=5)))
CPD-12348,C=CC\C=C/C\C=C/CCCCCCCC1(/C=C(/C=C(C(/O)=1)/OC)/OC)
CPD-9965,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4-AMINO-BUTYRATE,C(C[NH3+])CC([O-])=O
CPD-11553,CC2(\C(\C1(\OC(=O)/C=C(\C=1)/[O-]))=C(/C=C(\C=2)/O)\O)
CPD-13811,C3(\C=C2(C(/OC(O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))C(=O)N(O)2)=C\C=3))
CPD0-1343,C([C@@H]2([C@H](C[C@H](N1(C(/N=C(C(/Br)=C\1)/N)=O))O2)O))OP(=O)([O-])OP(OP([O-])([O-])=O)([O-])=O
CPD-7672,CSCCC([O-])=O
DINITROPHENYLHYDRAZINE,C1(/C=C(C(/[N+](=O)[O-])=C\C(\[N+]([O-])=O)=1)/NN)
CPD-12928,CC(C)=CCC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@]2(CC[C@H](O)[C@@H](C([O-])=O)[C@H](CC=1)2)(C))CC[C@](C)34)))
CPD-11556,CC3(/C=C(/C=C2(C(/C(=O)CC(O)(CC1(\OC(=O)/C=C(\C=1)/[O-]))O2)=3))/O)
CPD-10081,COC4(\C=C/C(/C1(/C(C3(\C(\O\C=1)=C/C(/OC2(OC(COC(CC([O-])=O)=O)C(O)C(O)C(O)2))=C(/C=3)/OC))=O))=C\C=4)
CPD-14503,C=C1(C[C@@]46(C[C@@]1(O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@H]2([C@H](O)[C@@H](CO)O[C@H]([C@H](O)2)O))3)CO))CC[C@@H]([C@]5(C)(CCC[C@](C([O-])=O)(C)[C@@H](CC4)5))6))
CPD-21562,C/C=C1([C@@H]2(C[C@@H]5([NH+](C1)CC[C@@]3(C4(/C=C\C=C/C(/N=C([C@@](C(O)O)(C(OC)=O)2)3)=4))5)))
CPD-9630,COC1(/C2(/C(=O)C3(/C(/O)=C\C=C/C(/C(=O)C(/C(/O)=C(C(\[O-])=1)/OC)=2)=3)))
CPD-16603,C(O)[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC6(\C=C/C(/C(OC[C@@H]5([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC4(\C=C2(C(\C=C(C(C1(\C=C/C(/O)=C(/C=1)/O))=[O+]2)\O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3))=C(/C=4)/[O-])))O5))=O)=C\C=6))O7)
CPD-9280,CCS(=O)C[C@H]([NH3+])C([O-])=O
CPD-7138,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5))))
CPD0-1591,COC3(/C=C\C(/CC1(\C(\N)=N/C(\N)=N\C=1))=C/C(/OCC2(\C=C/C=C\C=2))=3)
CPD0-1524,C1(S(=O)CCC(CC(=O)C(=O)[O-])(C([O-])=O)C1)
CPD1F-128,C=C1([C@H]4(C[C@]3(C1)(CC[C@@H]2(C(C)(C)CCC[C@](C)2[C@@H]3CC4))))
PENTAHYDROXYCYCLOHEXANONE,CO[C@@H]1([C@@H](O)C(=O)[C@H](O)[C@H](O)[C@@H](O)1)
N-PRENYLAGMATINE,CC(C)=CCNC(NCCCC[NH3+])=[NH2+]
CPD-6722,CC(C)=CCC1(/C=C(\C=C/C(/O)=1)/C2(/C(C3(/C(/O)=C\C(\[O-])=C/C(/O\C=2)=3))=O))
CPD-14474,C(=O)([O-])C[C@@H]([NH3+])C1(\C=C/C=C\C=1)
CPD-628,C([O-])(=O)C(C(C([O-])=O)O)C(C(=O)[O-])=O
GLUCOTROPEOLIN,C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@H](SC(/CC1(\C=C/C=C\C=1))=N/OS(=O)(=O)[O-])O2)
CPD-12046,C(O)[C@H]1([C@H](O)[C@@H](O)[C@@H](O)O1)
CPD-13014,CCCC(OC[C@@H](OC(CCC)=O)COC(CCC)=O)=O
5734-TETRAHYDROXYFLAVONE,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)\C=1)=2)/O)/[O-])))=3)/O)
CPD-11760,COC2(/C=C(\C=C/C(/C=C/C(=O)C1(\C=C/C(/O)=C\C=1))=2)/O)
CPD-13929,CC(/CC[C@H]2(C(/C)=C/C[C@H]1([C@@](CCC[C@]1(C)2)(C)C)))=C\CO
CPD-4404,CC(C)=CCC3(\C(\O)=C/C4(/OC[C@]1(O)([C@@H](OC2(\C1=C/C=C(/C=2)/O))C(/C=3)=4)))
CPD-9747,CC(C)=CCCC2(CC1(C(C3(/C(\C(C)C)=C(C(\[O-])=C(C(\C(C1CC=2)=O)=3)\C=O)/OC))=O)(C))
CPD-12646,CCCCC\C=C/C\C=C/CCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CPD-12884,C=C([C@H]2(C[C@]1([C@@H](CC(\C=C(C)/1)O)C)CC2))C
CPD-8663,CC(/C=C/C=C(C)/C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)
CPD1F-766,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-])))
CPD-734,CC\C=C/C[C@H]1(C(=O)CC[C@@H]1CC([O-])=O)
CPD-17688,CC(\C=C\[C@@]1(C(C)(C)CC(=O)\C=C(CO)/1)O)=C\C([O-])=O
CPD-558,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCCCC([O-])=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
UDP-GLUCURONATE,C([C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))OP(=O)([O-])OP(=O)([O-])O[C@H]3(O[C@H](C([O-])=O)[C@@H](O)[C@H](O)[C@@H](O)3)
CPD-14936,COC1(/C=C(/C=C(C(\OC)=1)/OC)/C2(/OC3(/C=C(/C=C(C(\C(=O)C(/O)=2)=3)/O)/O)))
CPDQT-523,CC([C@@H]([C@H]([C@@H]([C@@H](C)C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)OCC([C@H](CC2)3)4)O)O)C))(C)))O)O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)5))C)C
ADENOSINE_DIPHOSPHATE_RIBOSE,C(OP(OP([O-])(=O)OC[C@@H]1([C@@H](O)[C@@H](O)C(O1)O))(=O)[O-])[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)O)O)
CPD-14422,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-4944,CC([C@H]1(CC[C@H](C[C@@H]1O)C))C
CPD-15080,C3(\C=C/C(/C1(O)(OC2(\C(\C(=O)C1)=C(/C=C(/C=2)/[O-])\O)))=C\C=3)
CPD-440,COC1(/C=C(\C=C/C(/O)=1)/C=C/C(NCCC2(\C=C/C(/O)=C\C=2))=O)
CPD1F-90,C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(C(/[O-])=1)=O)=2)/O)/O)))=3)/O)
CPD-1961,C3(/C=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@@H]1O)=C(/C=C(/C=2)/O)\O)))=3)/O)
CPD-19955,CCCCOC(=O)C1(\C=C/C=C\C=1)
CPD-13910,C1(OC(=O)C(=O)OC(C(O)C(=O)[O-])1)
5Z13E-15S-1115-DIHYDROXY-9-OXOPROS,CCCCC[C@H](O)/C=C/[C@@H]1([C@@H](C\C=C/CCCC(=O)[O-])C(=O)C[C@@H](O)1)
CPD-11714,CC(C)=CCCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O)
CPD-10037,C=C([C@@H]1(CC(C(/C)=C/C1)=O))C
CPD-355,C(O)[C@@H](O)[C@@H](O)[C@H](O)CO
CPD0-1133,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)O[C@H]2([C@H](O)[C@@H](O)[C@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@H](O[C@H](CO)3)O[C@H]7([C@H](O)[C@@H](O)[C@@H](O[C@H]6([C@H](O)[C@@H](O)[C@@H](O[C@H]4([C@H](O)[C@@H](O)[C@H](O[C@H](CO)4)O[C@H]5([C@H](O)[C@@H](O)C(O)O[C@H](CO)5)))O[C@H](CO)6))O[C@H](CO)7))))
CPD-9025,CN1(C(=O)NC2(\N=C/NC(/C(=O)1)=2))
CPD-12406,CSCCCCCCCCC(/SC[C@H]([NH3+])C(=O)NCC([O-])=O)=N\O
L-GLUTAMATE_GAMMA-SEMIALDEHYDE,C(C[C@H]([NH3+])C([O-])=O)C=O
CPD-12643,CC(O)(C)C1(\C=C/C=C\C=1)
CPD-4894,CC(C)[C@]12([C@@H](C1)C(/C)=C/C2)
QUERCETIN-337-TRISSULFATE,C3(/C=C(C(/OS(=O)(=O)[O-])=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=1)=2)/O)/OS(=O)(=O)[O-])))=3)/O)
CPD-20277,C2(C[C@@H](O)[C@@H]1([C@H](O)[C@H](O)CN1C2))
CPD4KF-6,C[C@]4(C)([C@@H]3(CC[C@H]2(\C=C(C)/[C@@H]1(CC[C@@](C1)2[C@]3(CCC4)C))))
CPD1F-97,C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)(CCC[C@@](CO)([C@@H](CC2)3)4)C([O-])=O))C([O-])=O)))
CPD-4887,CC1(\CC[C@@H](C\C=1)C(O)(C)C)
CPD-21955,CC(C)CC(=O)O[C@H]1([C@H](OC(=O)CC(C)C)[C@@H](O)[C@H](O[C@H](CO)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2))
CPD-9929,C(P(O[K])(=O)O[K])(P(O[K])(O[K])=O)CCCC2(\C=C/C(/C1(\C=C/C=C\C=1))=C\C=2)
CPD0-1314,C(Br)C(=O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
CPD-17480,C3(/C=C(\C=C/C(/C(O)C1(OC2(\C(\C(=O)1)=C/C=C(/C=2)/O)))=3)/O[C@H]4([C@@H]([C@H]([C@H](O)[C@H](O4)CO)O)O))
+-bornyl-diphosphate,CC2(C1(C)(CCC(CC(OP(OP([O-])([O-])=O)([O-])=O)1)2))C
CPD0-1558,C1(\SC(/CC(C(=O)[O-])[NH3+])=C/C=1)
CPD0-1449,CC(OO)(C)C1(\C=C/C=C\C=1)
CPD-20023,C4(/C=C(\C=C/C(/C(=O)CC(=O)C3(/C(/O)=C([C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))\C(\[O-])=C([C@H]2([C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O))/C(/O)=3))=4)/O)
CPD-5421,COC3(\C=C/C([C@H]1([C@H](O)OC2(\C(\C(=O)1)=C(/C=C(/C=2)/[O-])\O)))=C/C=3)
HAEMATOPORPHYRIN-IX,CC2(\C3(/C=C1(C(\C)=C(C(\N1)=C\C5(\NC(\C=C4(C(/C)=C(CCC(=O)[O-])/C(\C=C(C(/CCC(=O)[O-])=2)/N=3)=N\4))=C(C(/C)=5)/C(C)O))/C(C)O)))
910-EPOXY-18-HYDROXYSTEARATE,C(CCCCCCCC1(C(CCCCCCCC(=O)[O-])O1))O
CPD-11227,CC[C@@H]([C@H](NC(CC1(\C2(\C(\N\C=1)=C/C=C\C=2)))=O)C([O-])=O)C
CPD-8685,CC\C=C/C\C=C/CC=O
CPDQT-340,CSCCCC[C@H]([NH3+])C(=O)[O-]
CPD-13792,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)[O-]
CPD-7972,CC(/C=C/C=C(C)/C=C/C([O-])=O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(OC)=O
CPD-19447,C4(OC5(/C=C1(C([C@]23([C@H](O)CN(C1)[C@@H](C[C@@H](\C=C/2)O)3))=CC(\O4)=5)))
CPDQT-300,CSCCCCCCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-]
ISOBUTANOL,CC(C)CO
CPD-10244,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)[O-]
2-OXINDOLE-3-ACETIC-ACID,C([O-])(=O)CC1(C(=O)NC2(\C\1=C/C=C\C=2))
CPD-12513,C3(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))[C@H](O)[C@@H](O)[C@@H](O)3)
PROTOHEME,C=CC4(\C(/C)=C5(\C=C6(C(/C)=C(CCC(=O)[O-])/C7(\C=C8(C(/CCC(=O)[O-])=C(C)/C1(/N([Fe-2]3(N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=[N+]2/3))=4)5)([N+]/6=7))8))))))
CPD-11941,C3(/C=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C(C1)O)=C(/C=C(/C=2)/O)\O)))=3)/O)
CPD-11594,C(O)CCCCCCCCCCCCCC([O-])=O
4--FLUOROGLUTAMATE,C(=O)(O)C(N)CC(F)C(=O)O
CPD-19057,CCCCCCCCCC(O[C@@H]1([C@@H](OC(=O)C)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](OC(=O)CC(C)C)2)))=O
CPD-6366,COC1(\C=C/C2(/N(C(C(OC(/C=1)=2)O)=O)[O-]))
CPD-14703,C=CCC3(\C=C/C(/O[C@@H]2(O[C@H](CO[C@@H]1(OC[C@](O)(CO)[C@@H](O)1))[C@@H](O)[C@H](O)[C@@H](O)2))=C\C=3)
FAD,CC6(\C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(/C)=6))
CPD-22098,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@](C([O-])=O)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
CPD-20263,C([O-])(=O)C1(\CSC2(\C(\N=1)=C(\C=C(C[C@@H](C(=O)[O-])[NH3+])/C=2)\O))
CPD-13086,CCCCCC(O)C(O)C\C=C/CCCCCCCC(=O)[O-]
CPD-13199,C1(/C=C(\C=C/C(/[N+]([O-])=O)=1)/O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O[C@H]3([C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O))O)O))
CPD-8756,CC2(\C[C@@H]1(C(C)(C)[C@@H]1C\C=2))
CPD0-2060,C1(\NC2(C(N)NC(/N)=N/C(\N=1)=2))
CPD-19602,C1(\C=C/C(/[As]=O)=C\C=1)
CPD-9779,C[NH+]1(CCCC1CC(CC([O-])=O)=O)
CPD-14492,C=C(C)[C@@H]5(CC[C@]4(C=O)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))
CPD-20300,CCC(C)C(OC[C@H]2(O[C@H](O[C@@]1(O[C@H](CO)[C@H]([C@H](O)1)O)CO)[C@@H]([C@@H](OC(=O)CCC(C)C)[C@@H]2OC(=O)C(C)CC)OC(=O)C(C)CC))=O
OROTIDINE-5-PHOSPHATE,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C(/C(=O)[O-])=C/C(=O)NC(=O)2))
CPD-12835,C(O)[C@H]2(O[C@@H](OC(C1(/C=C\C=C/C(/N)=1))=O)[C@H](O)[C@@H](O)[C@H](O)2)
HSO3,OS(=O)[O-]
CPD-13812,C3(/C=C2(C(/OC(O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))C(=O)N(O)2)=C\C(\O)=3))
RICININE,CN1(\C=C/C(/OC)=C(C#N)\C(=O)1)
CPD-19435,COC4(/C=C1(C(/CN3(CC[C@@]21(\C=C/C(C[C@H]23)=O)))=C\C(\O)=4))
CPD-8809,C=C([C@@H]1(C[C@H]2(C(/C)=C/CC[C@](CC1)2C)))C
CPD-12176,C[C@@H](C([O-])=O)CO
CPD-19430,CN3(CC[C@@]14(\C=C/[C@H](O)C[C@H](OC2(/C/1=C(\C=C/C(/OC)=2)/C3))4))
CPD-8753,C[C@@H]3(CC[C@H]1(C(C)(C)[C@H]1[C@H]2([C@H](CCC2=C)3)))
CPD-9893,C[N+]2(\C5(/C6(/C=C1(C(/OCO1)=C\C(\C=C/C(/C4(C(\C=2)=C3(C(/OCO3)=C\C(OC)=4)))=5)=6))))
CPD1G-277,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
Pi,[O-]P(=O)(O)[O-]
PELARGONIDIN-CMPD,C3(\C(\C1(=[O+]C2(\C=C(/C=C(C(\C=C1\[O-])=2)/[O-])\O)))=C/C=C(\C=3)/O)
CPD1F-98,CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
IODOACETAMIDE,C(I)C(N)=O
CPD-15217,C=C1([C@@]3(O)(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](C\C=C/2)([C@@H](CC3)4)5)(C)))C([O-])=O)))
CPD-7851,CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)=O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(CCC(C(/C)=2)=O)(C)C)
ACP-GROUP,CC(C)(COP(=O)([O-])OC[C@H](N[a soluble <i>apo</i>-[acyl-carrier protein]])C(=O)[a soluble <i>apo</i>-[acyl-carrier protein]])[C@@H](O)C(=O)NCCC(=O)NCCS
CPD-5742,CCC1(C([N-]C(NC1=O)=O)=O)CCC(C)C
R-NORCOCLAURINE,C2(CC3(\C(\[C@@H](CC1(\C=C/C(/O)=C\C=1))[NH2+]2)=C/C(/O)=C(\C=3)/O))
CPD-15450,CC(C)=CCC[C@](C)(O[C@@H]1(O[C@H](CO)[C@H]([C@H](O)[C@@H](O)1)O))[C@@H]3(CC[C@]4([C@]5(C)(CC[C@H]2([C@](C)(CC[C@@H](C(C)(C)2)O)[C@H](C[C@@H](O)[C@H]34)5)))(C))
CPD-12601,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](O)O1)
CPD-6361,C1(CC2(\C(\N1)=C/C=C\C=2))(=O)
CPD-21322,CC(C)=CCCC(\C)=C/CC[C@@H](C)[C@@]1(C)(CCC2(\[C@]3(C)([C@@H](C[C@H](O)C\1=2)C(C)(C)[C@@H](O)CC3)))
CPD0-1590,CCCCC2(\C=C/C(/N1(C(C)(C)\N=C(N)/N=C(N)\1))=C\C=2)
CPD0-1112,C[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)O)
CPD-511,CC([C@@H](O)C(=O)NCCC(NCCS)=O)(C)CO
CPD-12920,CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)C(=O)CCC2(CC12CC[C@](C)34)5))))
CPD-11445,C(N2(CC[NH+](CCC1(\C=C/C(/C([O-])=O)=C\C=1))CC2))/C=C/C3(\C=C/C(/Cl)=C\C=3)
CPD-9675,C(C([O-])=O)(Cl)(Cl)Cl
CPD-9807,C(/C=C/C1(/C(/O)=C\C(\O)=C(\C=1)\OC))(=O)O
CPD-13475,CC(C)=CCCC1(C)(C(C2(CCC1C2))=C)
CPD-9312,CC
CPD-13094,CC\C=C/C\C=C/CC(O)C(O)CCCCCCCC(=O)[O-]
CPD-1125,C3(\C=C/C(/[C@@H](O[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)[C@H](O)[C@@H](O)2))C#N)=C\C=3)
CPD-14835,COC5(/C=C(/C=C/C(/O)=C/C(/C=C/C4(/C=C(C(/O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))O)O)O))O)O)O))=C\C=4)/OC))=O)\C=C/C(/O)=5)
CPD-9442,CC(C)=CCC3(/C(/[O-])=C\C(\O)=C2(C(/O[C@H](C1(/C=C\C(\O)=C/C(/O)=1))CC2=O)=3))
CPD-14483,C[C@@]4(C)(C3(CC[C@@]2(C)([C@]1(C)(CC[C@@]5([C@H](C/1=C\C(C2[C@](C)3CC[C@H](O)4)=O)C[C@](C([O-])=O)(C)CC5)C))))
CPD-14261,C=CC(C)(/C=C/C(C)CC/C=C(C)/CCC(C(C)=C)C)CC/C=C(C)/CCC=C(C)C
OXALACETIC_ACID,C(C([O-])=O)C(=O)C([O-])=O
CPD-11669,C[C@@]4(C3([C@@](C1([C@@]2(C[C@](O)(C)[C@H](CC1)C2)CC3))(CCC4)C))C
CPD-20653,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-14485,C[C@@]4(C)(C3(CC[C@@]2(C)([C@]1(C)(CC[C@@]5([C@H](C/1=C\C(C2[C@](C)3CC[C@H](O)4)=O)C[C@](C=O)(C)CC5)C))))
CPD-560,CSC[C@H]1(OC([C@@H]([C@@H]1O)O)O)
CPD0-1240,C(F)C(C(=O)[O-])([NH3+])CCC[NH3+]
RIBULOSE-5P,C([C@H]([C@H](C(CO)=O)O)O)OP([O-])([O-])=O
CPD-14544,CN(C=O)[C@H]1(CCC3(\C=C(C(\OC)=C(C(/C2(C\1=C\C(=O)C(/OC)=C\C=2))=3)\OC)\OC))
CPD-1829,CC%12(\C=C8(C(/N9([C@H]%11(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@]1(C)([C@@H](CC(N)=O)[C@@H]%10([C@@]4(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C5(\C(/C)=C6([C@](CC(=O)N)(C)[C@H](CCC(N)=O)C7(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-3]([N+]\2=3)([N+]\4=5)([N+]6=7)[N+]/8=C/9)%10)))))))))[C@@H](O)%11)))=C\C(/C)=%12))
S-2-AMINOETHYL-L-CYSTEINE,C(CSC[C@@H](C([O-])=O)[NH3+])[NH3+]
CPDQT-432,COC2(\C=C/C=C1(C(\C(/CC(/[S-])=N\OS(=O)([O-])=O)=C/N1)=2))
MG-PROTOPORPHYRIN-MONOMETHYL-ESTER,C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/CCC(=O)OC)=C(C)/C1(/N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))
CPD-19478,CSCCCCC(\C(=O)[O-])=C\C([O-])=O
CPD-12402,CSCCCCCCCC(/SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)=N\O
TRANS-2-HEXENOL,CCC/C=C/CO
CPD-12217,C(C1(\C=C/C=C\C=1))(=O)OCCC2(\C=C/C=C\C=2)
CPD-19432,COC3(/C=C\C2(\CNCC[C@@]14(\C=C/C(=O)C[C@H](OC(/C/1=2)=3)4)))
CPD-11444,C(=O)([O-])CCC2(\C(/CC(=O)[O-])=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(CC(=O)[O-])/C(\CCC([O-])=O)=3))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CC([O-])=O)/C(\CCC(=O)[O-])=5)))
CPD-6301,CC2(\C=C/C(/S(=O)(=O)N[C@H](C(=O)CCl)CC1(\C=C/C=C\C=1))=C\C=2)
